# Words with one root. Used by RussianWordRootRepeatRule.
# This file must be encoded in UTF-8.
# Imported from /Dicts/SrcBinDict/troiki_suff.txt seman.sf.net (AOT), LGPL v2.1
абажур;абажурный
сыродел;сыродельный
сырокопченость;сырокопченый
сыромолот;сыромолотный
сыромятник;сыромятнический
сыромять;сыромятный
сыропуст;сыропустный
сырость;сырой
сыр;сырный
сырь;сырный
сыск;сыскной
сыта;сытный
сытность;сытный
сытость;сытый
сыть;сытный
сычуг;сычужный
сюжет;сюжетный
сюзерен;сюзеренный
сюита;сюитный
сюрприз;сюрпризный
сюртук;сюртучный
Сянган;сянганский
табак;табачный
табель;табельный
табор;таборный
табулятор;табуляторный
табун;табунный
табурет;табуретный
тавот;тавотный
Тавр;таврский
тавтология;тавтологический
Таганрог;таганрогский
таган;таганный
таган;таганский
тагмема;тагмемный
Таджикистан;таджикистанский
таджик;таджикский
Таиланд;таиландский
таинственность;таинственный
Тайбэй;тайбэйский
Тайвань;тайваньский
Таймыр;таймырский
тайнопись;тайнописный
тайность;тайный
тайпин;тайпинский
такелаж;такелажный
таков;таковский
таксомотор;таксомоторный
таксономия;таксономический
таксофон;таксофонный
тактик;тактический
тактик;тактичный
тактичность;тактичный
такт;тактный
талантливость;талантливый
Талас;таласский
Талды-Курган;талды-курганский
талидомид;талидомидный
талисман;талисманный
Таллин;таллинский
таллом;талломный
талмудист;талмудистский
талон;талонный
талреп;талрепный
талыш;талышский
Тамбов;тамбовский
тамбурмажор;тамбурмажорский
тамбур;тамбурный
тампонаж;тампонажный
тампон;тампонация
тампопечать;тампопечатный
танатология;танатологический
тангенс;тангенсный
тангир;тангирный
тандем;тандемный
танин;танинный
танкер;танкерный
танкист;танкистский
танкостроитель;танкостроительный
таннид;таннидный
тантьема;тантьемный
танцмейстер;танцмейстерский
таран;таранный
тарантас;тарантасный
тарань;таранный
тара;тарный
Тарим;таримский
тариф;тарифный
тартар;тартарский
Тарту;тартуский
тархан;тарханный
таска;тасканый
тастатура;тастатурный
тат;татский
таутомерия;таутомерический
тафта;тафтяной
тахеометрия;тахеометрический
тахометрия;тахометрический
Ташауз;ташаузский
Ташкент;ташкентский
твердокаменность;твердокаменный
твердость;твердый
твиндек;твиндечный
творог;творожный
творчество;творческий
театрал;театрализация
театрал;театральный
театральность;театральный
Тебриз;тебризский
тевтон;тевтонский
Тегеран;тегеранский
тезис;тезисный
текстиль;текстильный
текстология;текстологический
текстуальность;текстуальный
текстура;текстурный
телевизор;телевизорный
телеграмма;телеграммный
телеграф;телеграфный
телекс;телексный
телеметрия;телеметрический
телеология;телеологический
телепатия;телепатический
телеса;телесный
телескопия;телескопический
телескоп;телескопный
телесность;телесный
телетайпсеттер;телетайпсеттерный
телетайп;телетайпный
телефакс;телефаксный
телефон;телефонизация
телефон;телефонный
телефотография;телефотографический
теломер;теломеризация
Тель-Авив;тель-авивский
тема;темный
темень;теменной
темляк;темлячный
темник;темничный
темпераментность;темпераментный
темперамент;темпераментный
темпера;темперный
температура;температурный
тем;темный
темь;темный
тенденциозность;тенденциозный
тендер;тендеризация
тендер;тендерный
теневыносливость;теневыносливый
тенериф;тенерифский
тенета;тенетный
тензиометрия;тензиометрический
тензометрия;тензометрический
тензор;тензорный
тенистость;тенистый
теннис;теннисный
теогония;теогонический
теодолит;теодолитный
теократия;теократический
теология;теологический
теоретик;теоретический
теоретик;теоретичный
теоретичность;теоретичный
теософия;теософический
теософ;теософский
тепличность;тепличный
тепловатость;тепловатый
тепловоз;тепловозный
теплоемкость;теплоемкий
теплозащита;теплозащитный
теплокровность;теплокровный
тепломер;тепломерный
теплонепроницаемость;теплонепроницаемый
теплообмен;теплообменный
теплопоглотитель;теплопоглотительный
теплопроводность;теплопроводный
теплопровод;теплопроводный
теплопрозрачность;теплопрозрачный
теплопроницаемость;теплопроницаемый
теплостойкость;теплостойкий
теплотворность;теплотворный
теплотехник;теплотехнический
теплоустойчивость;теплоустойчивый
теплоход;теплоходный
теплоцентраль;теплоцентральный
теплочувствительность;теплочувствительный
тератоген;тератогенный
тератология;тератологический
Терек;терекский
терем;теремной
Термез;термезский
термидорианство;термидорианский
терминал;терминализация
терминал;терминальный
терминология;терминологический
термистор;термисторный
термит;термитный
термогенератор;термогенераторный
термогравиметрия;термогравиметрический
термография;термографический
термограф;термографский
термокатод;термокатодный
термометрия;термометрический
термопластик;термопластикация
термопластик;термопластический
термопластик;термопластичный
термореактивность;термореактивный
термосифон;термосифонный
термостабильность;термостабильный
термостат;термостатный
термос;термосный
термостойкость;термостойкий
термоупругость;термоупругий
термоустойчивость;термоустойчивый
термофил;термофильный
термофоб;термофобный
термохимия;термохимический
термочувствительность;термочувствительный
термоэлектричество;термоэлектрический
термоэлектрод;термоэлектродный
термоэлектрон;термоэлектронный
тернистость;тернистый
Тернополь;тернопольский
терпеливость;терпеливый
терпентин;терпентинный
терпимость;терпимый
терпкость;терпкий
терпуг;терпужный
террариум;террариумный
терраса;террасный
территориальность;территориальный
террорист;террористский
тес;тесный
тестоделитель;тестоделительный
тестообразность;тестообразный
тетания;тетанический
тетрада;тетрадный
тетрадь;тетрадный
тетрархия;тетрархический
теургия;теургический
Техас;техасский
техник;технический
техник;техничный
техничность;техничный
технократия;технократический
технологичность;технологичный
технология;технологический
Тибет;тибетский
тигель;тигельный
тигр;тигрский
тикер;тикерный
тиккер;тиккерный
тиксотропность;тиксотропный
тимократия;тимократический
Тимор;тиморский
тимпан;тимпанный
тимьян;тимьянный
тина;тинный
тинистость;тинистый
тинктура;тинктурный
типажность;типажный
типаж;типажный
типик;типический
типик;типичный
типичность;типичный
типография;типографический
типограф;типографский
типолитография;типолитографический
типология;типологический
типометрия;типометрический
тип;типизация
тираж;тиражный
тирания;тиранический
тиранство;тиранский
тиран;тиранский
Тирасполь;тираспольский
тиратрон;тиратронный
тиристор;тиристорный
титул;титульный
тиун;тиунский
Тифлис;тифлисский
тифоид;тифоидный
Тихвин;тихвинский
тихость;тихий
тихоход;тихоходный
тленность;тленный
тлен;тленный
тлетворность;тлетворный
тмин;тминный
товарищество;товарищеский
товарность;товарный
товарообмен;товарообменный
товар;товарный
тождественность;тождественный
тожественность;тожественный
токарь;токарный
токология;токологический
токосъем;токосъемный
токсикология;токсикологический
токсичность;токсичный
ток;точный
толерантность;толерантный
толкатель;толкательный
толкователь;толковательный
толковость;толковый
толстовство;толстовский
толстота;толстотный
Тома;томный
томат;томатный
томительность;томительный
томность;томный
том;томный
том;томский
тональность;тональный
тонзиллит;тонзиллитный
тоник;тонический
тонкость;тонкий
тоннаж;тоннажный
тоннель;тоннельный
тонометрия;тонометрический
тон;тонизация
тон;тонный
топаз;топазный
топкость;топкий
топография;топографический
топология;топологический
топонимия;топонимический
топорность;топорный
топор;топорный
тора;торный
торгашество;торгашеский
торжественность;торжественный
торкрет-бетон;торкрет-бетонный
тормоз;тормозной
тороватость;тороватый
тороид;тороидный
торопливость;торопливый
торосистость;торосистый
торпеда;торпедный
торсион;торсионный
тор;торный
торфобетон;торфобетонный
торфобрикет;торфобрикетный
торфокомпост;торфокомпостный
торфонасос;торфонасосный
торф;торфяной
торфянистость;торфянистый
тоскливость;тоскливый
тоталитарность;тоталитарный
тотальность;тотальный
тотем;тотемный
тохар;тохарский
точность;точный
Тоша;тошный
тошнота;тошнотный
тошнотворность;тошнотворный
трава;травный
трава;травяной
траверса;траверсный
траверс;траверсный
травматология;травматологический
травянистость;травянистый
трагедийность;трагедийный
трагикомичность;трагикомичный
трагик;трагический
трагик;трагичный
трагичность;трагичный
традиционалист;традиционалистский
традиционность;традиционный
трактат;трактатный
трактир;трактирный
тракторостроитель;тракторостроительный
трактор;тракторизация
трактор;тракторный
трал;тральный
трамвай;трамвайный
трамплин;трамплинный
транзистор;транзисторизация
транзистор;транзисторный
транзитивность;транзитивный
транзитрон;транзитронный
транзит;транзитный
трансверсальность;трансверсальный
трансверсаль;трансверсальный
транслятив;транслятивный
транспарант;транспарантный
транспортабельность;транспортабельный
транспортер;транспортерный
транспортир;транспортирный
транспорт;транспортация
транспорт;транспортный
трансфер;трансферный
трансферт;трансфертный
трансформатор;трансформаторный
трансформатор;трансформаторский
трансформ;трансформация
трансцендентальность;трансцендентальный
трансцендентность;трансцендентный
трапеза;трапезный
траулер;траулерный
траурность;траурный
траур;траурный
трафаретность;трафаретный
трафарет;трафаретный
трахеотомия;трахеотомический
требовательность;требовательный
тревожность;тревожный
тред-юнионист;тред-юнионистский
трезвенность;трезвенный
трезвость;трезвый
трейлер;трейлерный
трельяж;трельяжный
тренаж;тренажный
тренер;тренерский
трензель;трензельный
тренированность;тренированный
трепан;трепанация
трепетность;трепетный
трепет;трепетный
трепливость;трепливый
треть;третной
треф;трефной
трехвалентность;трехвалентный
трехмерность;трехмерный
трехцветность;трехцветный
трехчлен;трехчленный
трещина;трещинный
трещиноватость;трещиноватый
триацетат;триацетатный
трибометрия;трибометрический
трибоэлектричество;трибоэлектрический
трибуна;трибунный
трибун;трибунный
трибун;трибунский
тривиальность;тривиальный
триггер;триггерный
тригонометрия;тригонометрический
триера;триерный
триер;триерный
Триест;триестский
трикотаж;трикотажный
триллион;триллионный
триммер;триммерный
Тринидад;тринидадский
триод;триодный
триодь;триодный
триумфатор;триумфаторский
Трифонов;трифоновский
трихина;трихинный
трихиноз;трихинозный
трихотомия;трихотомический
трогательность;трогательный
троглодит;троглодитский
троичность;троичный
тройник;тройничный
тройственность;тройственный
троллейбус;троллейбусный
троллей;троллейный
тромбоз;тромбозный
тромбон;тромбонный
трон;тронный
тропик;тропический
тропосфера;тропосферный
трость;тростяной
тротуар;тротуарный
трофей;трофейный
троцкист;троцкистский
троякость;троякий
труба;трубный
трубоочиститель;трубоочистительный
трубопровод;трубопроводный
труборез;труборезный
трубочист;трубочистный
трудноизлечимость;трудноизлечимый
труднопреодолимость;труднопреодолимый
трудность;трудный
трудоемкость;трудоемкий
трудоинтенсивность;трудоинтенсивный
трудоспособность;трудоспособный
труд;трудный
труженик;труженический
труженик;труженичество
труженичество;труженический
труппа;труппный
труп;трупный
трусливость;трусливый
трусоватость;трусоватый
трут;трутяной
трухлявость;трухлявый
трущоба;трущобный
трюкачество;трюкаческий
трюм;трюмный
трюфель;трюфельный
тряпичник;тряпичничество
тряпичность;тряпичный
трясина;трясинный
тряскость;тряский
туалет;туалетный
туарег;туарегский
туберкулез;туберкулезный
туберкулин;туберкулинизация
тугоплавкость;тугоплавкий
тугоподвижность;тугоподвижный
тугость;тугой
тугоухость;тугоухий
туер;туерный
тузлук;тузлучный
тук;тучный
Тулон;тулонский
тулуп;тулупный
туляремия;туляремический
туманность;туманный
туман;туманный
тунгус;тунгусский
Тунис;тунисский
туннель;туннельный
тупей;тупейный
тупоголовость;тупоголовый
туполобость;туполобый
тупость;тупой
турбидиметрия;турбидиметрический
турбина;турбинный
турбоагрегат;турбоагрегатный
турбовентилятор;турбовентиляторный
турбогенератор;турбогенераторный
турбокомпрессор;турбокомпрессорный
турбонаддув;турбонаддувный
турбонасос;турбонасосный
турбостроитель;турбостроительный
турбулентность;турбулентный
турель;турельный
Турин;туринский
турист;туристский
Туркестан;туркестанский
туркмен;туркменский
туркофоб;туркофобский
турникет;турникетный
турнир;турнирный
тусклость;тусклый
тухлость;тухлый
туча;тучный
тучность;тучный
туше;тушеный
тушин;тушинский
тщательность;тщательный
тщедушность;тщедушный
тщеславность;тщеславный
тщета;тщетный
тщетность;тщетный
тыл;тыльный
тын;тынный
тысяча;тысячный
тюльпан;тюльпанный
тюркология;тюркологический
тюрк;тюркский
тюфяк;тюфячный
тягостность;тягостный
тягость;тягостный
тяжеловатость;тяжеловатый
тяжеловесность;тяжеловесный
тяжеловес;тяжеловесный
тяжеловоз;тяжеловозный
тяжелодум;тяжелодумный
тяжкость;тяжкий
Тянь-Шань;тянь-шаньский
убег;убежный
убедительность;убедительный
убежденность;убежденный
убийственность;убийственный
ублюдок;ублюдочный
убогость;убогий
убойность;убойный
убой;убойный
убористость;убористый
убор;уборный
убыток;убыточный
убыточность;убыточный
уважительность;уважительный
увальчивость;увальчивый
уведомитель;уведомительный
увеличитель;увеличительный
уверенность;уверенный
увертливость;увертливый
увертюра;увертюрный
увеселитель;увеселительный
увесистость;увесистый
увещатель;увещательный
увещеватель;увещевательный
увлажнитель;увлажнительный
увлекательность;увлекательный
увлеченность;увлеченный
угар;угарный
углеводород;углеводородный
углевод;углеводный
углекислота;углекислотный
угленосность;угленосный
углепромышленность;углепромышленный
углерод;углеродный
угловатость;угловатый
угломер;угломерный
углубитель;углубительный
углубленность;углубленный
угнетатель;угнетательский
угнетенность;угнетенный
уговор;уговорный
угодливость;угодливый
угодник;угоднический
угодник;угодничество
угодничество;угоднический
угодность;угодный
угол;угольный
уголь;угольный
угон;угонный
угреватость;угреватый
угрюмость;угрюмый
удаленность;удаленный
ударник;ударничество
ударность;ударный
ударопрочность;ударопрочный
удар;ударный
удача;удачный
удачливость;удачливый
удачность;удачный
удвоенность;удвоенный
удел;удельный
удивительность;удивительный
удила;удильный
удлиненность;удлиненный
удлинитель;удлинительный
удмурт;удмуртский
удобность;удобный
удобоваримость;удобоваримый
удобоисполнимость;удобоисполнимый
удобоперекачиваемость;удобоперекачиваемый
удобопонятность;удобопонятный
удобоприменяемость;удобоприменяемый
удобопроизносимость;удобопроизносимый
удобоукладываемость;удобоукладываемый
удобоусвояемость;удобоусвояемый
удобочитаемость;удобочитаемый
удобритель;удобрительный
удовлетворенность;удовлетворенный
удовлетворительность;удовлетворительный
удойливость;удойливый
удойность;удойный
удой;удойный
удрученность;удрученный
удушливость;удушливый
уединенность;уединенный
уезд;уездный
ужас;ужасный
Ужгород;ужгородский
уживчивость;уживчивый
ужин;ужинный
Узбекистан;узбекистанский
узбек;узбекский
узда;уздяной
узколобость;узколобый
узкость;узкий
узловатость;узловатый
узник;узнический
узник;узничество
узничество;узнический
узор;узорный
узорчатость;узорчатый
узурпаторство;узурпаторский
узурпатор;узурпаторский
уйгур;уйгурский
указатель;указательный
указ;указный
уклонист;уклонистский
уклон;уклонный
уклончивость;уклончивый
укоризненность;укоризненный
укоритель;укорительный
укос;укосный
украшательство;украшательский
украшатель;украшательский
укромность;укромный
укроп;укропный
укрывательство;укрывательский
укрыватель;укрывательский
укрывистость;укрывистый
укрытость;укрытый
уксус;уксусный
Улан-Батор;улан-баторский
улан;уланский
улей;улейный
уличитель;уличительный
уловистость;уловистый
улов;уловный
улус;улусный
улыбчивость;улыбчивый
ультимативность;ультимативный
ультиматист;ультиматистский
ультрамикроскопия;ультрамикроскопический
ультрамодность;ультрамодный
ультрасовременность;ультрасовременный
ультрафильтр;ультрафильтрация
Ульянов;ульяновский
умелость;умелый
уменьшительность;уменьшительный
уменьшитель;уменьшительный
умеренность;умеренный
уместность;уместный
умилительность;умилительный
умильность;умильный
умиротворенность;умиротворенный
умиротворитель;умиротворительный
умность;умный
умозрительность;умозрительный
умолот;умолотный
умопомрачительность;умопомрачительный
уморительность;уморительный
умственность;умственный
ум;умный
умышленность;умышленный
униатство;униатский
униат;униатский
универсал;универсализация
универсал;универсальный
универсальность;универсальный
университет;университетский
униженность;униженный
унизительность;унизительный
уникальность;уникальный
унисон;унисонный
унитарность;унитарный
унификатор;унификаторский
уничижительность;уничижительный
унос;уносной
унос;уносный
унтер-офицерство;унтер-офицерский
унтер-офицер;унтер-офицерский
унтер;унтерский
унылость;унылый
упадок;упадочный
упадочник;упадочнический
упадочник;упадочничество
упадочничество;упадочнический
упадочность;упадочный
упитанность;упитанный
уплата;уплатный
уплотненность;уплотненный
уплотнитель;уплотнительный
уплощенность;уплощенный
упоенность;упоенный
упоительность;упоительный
упорность;упорный
упор;упорный
упорядоченность;упорядоченный
употребительность;употребительный
управитель;управительский
управляемость;управляемый
упрек;упречный
упречность;упречный
упрощенность;упрощенный
упрощенство;упрощенский
упрощенчество;упрощенческий
упругость;упругий
упряжь;упряжной
уравнительность;уравнительный
уравнитель;уравнительный
уравнитель;уравнительский
уравновешенность;уравновешенный
ураган;ураганный
урбанист;урбанистский
Ургенч;ургенчский
урема;уремный
уремия;уремический
Уренгой;уренгойский
уретроскопия;уретроскопический
уровень;уровенный
уродливость;уродливый
уродство;уродский
урод;уродский
урожайность;урожайный
урожай;урожайный
урок;урочный
урология;урологический
Уругвай;уругвайский
урюк;урючный
усадочность;усадочный
усвояемость;усвояемый
усенок;усеночный
усердность;усердный
усидчивость;усидчивый
усилитель;усилительный
ускоритель;ускорительный
условность;условный
услужливость;услужливый
усмиритель;усмирительный
успех;успешный
успешность;успешный
успокоительность;успокоительный
успокоитель;успокоительный
усреднитель;усреднительный
устав;уставной
устав;уставный
усталость;усталостный
усталость;усталый
установитель;установительный
устарелость;устарелый
уста;устный
устность;устный
устойчивость;устойчивый
устроительство;устроительский
устроитель;устроительный
устроитель;устроительский
уступ;уступной
уступ;уступный
уступчатость;уступчатый
уступчивость;уступчивый
утвердительность;утвердительный
утеплитель;утеплительный
утесистость;утесистый
утешительность;утешительный
утешитель;утешительный
утилизаторство;утилизаторский
утилизатор;утилизаторский
утилитарист;утилитаристский
утилитарность;утилитарный
утиль;утильный
уток;уточный
утолитель;утолительный
утомительность;утомительный
утомленность;утомленный
утонченность;утонченный
утопичность;утопичный
утопия;утопический
утор;уторный
утраквист;утраквистский
утроба;утробный
утюг;утюжный
ухабистость;ухабистый
ухажерство;ухажерский
ухажер;ухажерский
Ухань;уханьский
ухарство;ухарский
ухватистость;ухватистый
ухватливость;ухватливый
ухват;ухватный
ухищренность;ухищренный
участливость;участливый
учащенность;учащенный
учеба;учебный
ученик;ученический
ученик;ученичество
ученичество;ученический
ученость;ученый
учет;учетный
учительство;учительский
учитель;учительный
учитель;учительский
учредительство;учредительский
учредитель;учредительный
учредитель;учредительский
учтивость;учтивый
учуг;учужный
ушат;ушатный
уширитель;уширительный
ущелистость;ущелистый
ущербность;ущербный
ущерб;ущербный
Уэйк;уэйкский
Уэльс;уэльсский
уютность;уютный
уют;уютный
уязвимость;уязвимый
фабианство;фабианский
фабрикант;фабрикантский
фабула;фабульный
фагот;фаготный
фаза;фазный
фазис;фазисный
фазовращатель;фазовращательный
факел;факельный
факир;факирский
фактик;фактический
фактик;фактичный
фактичность;фактичный
фактография;фактографический
факториал;факториальный
факторизуемость;факторизуемый
факторство;факторский
фактор;факторизация
фактор;факторный
фактор;факторский
фактура;фактурный
факультативность;факультативный
факультатив;факультативный
факультет;факультетский
фальсификатор;фальсификаторский
фальцет;фальцетный
фальшборт;фальшбортный
фальшивость;фальшивый
фамильярность;фамильярный
фамильяр;фамильярный
фанариот;фанариотский
фанатик;фанатический
фанатик;фанатичный
фанатичность;фанатичный
фанера;фанерный
фантазерство;фантазерский
фантазер;фантазерский
фантасмагория;фантасмагорический
фантастичность;фантастичный
фантастрон;фантастронный
фантом;фантомный
фанфара;фанфарный
фанфаронство;фанфаронский
фанфарон;фанфаронский
фарадеев;фарадеевский
фараонов;фараоновский
фарватер;фарватерный
фарингоскопия;фарингоскопический
фарисейство;фарисейский
фарисей;фарисейский
фармакология;фармакологический
фартук;фартучный
фасад;фасадный
фасет;фасетизация
фасет;фасетный
фасонистость;фасонистый
фасон;фасонный
фас;фасный
фаталистичность;фаталистичный
фатальность;фатальный
фатоватость;фатоватый
фаут;фаутный
фацет;фацетный
фашина;фашинный
фашист;фашистский
фаэтон;фаэтонный
февраль;февральский
федералист;федералистский
Федоров;федоровский
фееричность;фееричный
феерия;феерический
фейербахианство;фейербахианский
феллах;феллахский
фельдмаршальство;фельдмаршальский
фельдфебель;фельдфебельский
фельдшер;фельдшерский
фельетон;фельетонный
феминист;феминистский
фенианство;фенианский
фенология;фенологический
фенол;фенольный
феноменалист;феноменалистский
феноменальность;феноменальный
феноменология;феноменологический
феодал;феодализация
феодал;феодальный
фермент;ферментация
фермент;ферментный
фермерство;фермерский
фермер;фермеризация
фермер;фермерский
феррит;ферритный
феррорезонанс;феррорезонансный
феррофосфор;феррофосфорный
фертильность;фертильный
фестиваль;фестивальный
фестон;фестонный
фетишист;фетишистский
фетиш;фетишизация
фециал;фециальный
фешенебельность;фешенебельный
фиброз;фиброзный
фиглярство;фиглярский
фигляр;фиглярский
фигуральность;фигуральный
фигура;фигурный
фигурность;фигурный
фидер;фидерный
физиатрия;физиатрический
физик;физический
физиография;физиографический
физиократия;физиократический
физиология;физиологический
физиономия;физиономический
физия;физический
физкультура;физкультурный
фиксаж;фиксажный
фиксатор;фиксаторный
фикс;фиксация
фиктивность;фиктивный
фикус;фикусный
филантропия;филантропический
филармония;филармонический
филателист;филателистский
филей;филейный
филер;филерский
филиал;филиальный
филигран;филигранный
филигрань;филигранный
Филиппов;филипповский
филистерство;филистерский
филистер;филистерский
филология;филологический
философичность;философичный
философия;философический
философ;философский
фильера;фильерный
фильер;фильерный
фильтрос;фильтросный
фильтр;фильтрация
финал;финальный
финаль;финальный
фининспектор;фининспекторский
финиш;финишный
финноз;финнозный
фискал;фискальный
фистула;фистульный
фитиль;фитильный
фитобиология;фитобиологический
фитогеография;фитогеографический
фитопалеонтология;фитопалеонтологический
фитопатология;фитопатологический
фитопланктон;фитопланктонный
фитофармакология;фитофармакологический
фитофизиология;фитофизиологический
фитохимия;фитохимический
фихтеанство;фихтеанский
флагман;флагманский
флаг;флажный
флакон;флаконный
фланель;фланельный
фланерство;фланерский
фланер;фланерский
флегматик;флегматический
флегматик;флегматичный
флегматичность;флегматичный
флейта;флейтный
флексография;флексографический
флибустьерство;флибустьерский
флибустьер;флибустьерский
флигель;флигельный
флогистон;флогистонный
флорентин;флорентинский
Флорес;флоресский
флот;флотация
флот;флотский
флюгер;флюгерный
флюид;флюидизация
флюид;флюидный
флюорография;флюорографический
флюс;флюсный
фокстрот;фокстротный
фокусник;фокуснический
фокусник;фокусничество
фокусничество;фокуснический
фокус;фокусный
фольклор;фольклорный
фонарь;фонарный
фондоемкость;фондоемкий
фонема;фонемный
фонограмма;фонограммный
фонография;фонографический
фонология;фонологический
фонометрия;фонометрический
фонон;фононный
фонтан;фонтанный
фон;фонация
форвакуум;форвакуумный
форвард;форвардный
форгрейфер;форгрейферный
форейтор;форейторский
форель;форельный
форзац;форзацный
форкамера;форкамерный
формалин;формалинный
формалистичность;формалистичный
формалист;формалистский
формальдегид;формальдегидный
формальность;формальный
форманта;формантный
формант;формантный
формат;форматный
