бам	бам	INTERJECTION
политехникою	политехника	NN:Inanim:Fem:Sin:T
политехник	политехника	NN:Inanim:Fem:PL:R
политехнику	политехника	NN:Inanim:Fem:Sin:V
полифлерен	полифлерный	ADJ:Short:Masc
полифлерна	полифлерный	ADJ:Short:Fem
полифлерная	полифлерный	ADJ:Posit:Fem:Nom
полифлерного	полифлерный	ADJ:Posit:Masc:R
полифлерного	полифлерный	ADJ:Posit:Masc:V
полифлерного	полифлерный	ADJ:Posit:Neut:R
полифлерное	полифлерный	ADJ:Posit:Neut:Nom
полифлерное	полифлерный	ADJ:Posit:Neut:V
полифлерной	полифлерный	ADJ:Posit:Fem:D
полифлерной	полифлерный	ADJ:Posit:Fem:P
полифлерной	полифлерный	ADJ:Posit:Fem:R
полифлерной	полифлерный	ADJ:Posit:Fem:T
полифлерном	полифлерный	ADJ:Posit:Masc:P
полифлерном	полифлерный	ADJ:Posit:Neut:P
полифлерному	полифлерный	ADJ:Posit:Masc:D
полифлерному	полифлерный	ADJ:Posit:Neut:D
полифлерно	полифлерный	ADJ:Short:Neut
полифлерную	полифлерный	ADJ:Posit:Fem:V
полифлерные	полифлерный	ADJ:Posit:PL:Nom
полифлерные	полифлерный	ADJ:Posit:PL:V
полифлерный	полифлерный	ADJ:Posit:Masc:Nom
полифлерный	полифлерный	ADJ:Posit:Masc:V
полифлерными	полифлерный	ADJ:Posit:PL:T
полифлерным	полифлерный	ADJ:Posit:Masc:T
полифлерным	полифлерный	ADJ:Posit:Neut:T
полифлерным	полифлерный	ADJ:Posit:PL:D
полифлерны	полифлерный	ADJ:Short:PL
полифлерных	полифлерный	ADJ:Posit:PL:P
полифлерных	полифлерный	ADJ:Posit:PL:R
полифлерных	полифлерный	ADJ:Posit:PL:V
полуисписанен	полуисписанный	ADJ:Short:Masc
полуисписанна	полуисписанный	ADJ:Short:Fem
полуисписанная	полуисписанный	ADJ:Posit:Fem:Nom
полуисписанного	полуисписанный	ADJ:Posit:Masc:R
полуисписанного	полуисписанный	ADJ:Posit:Masc:V
полуисписанного	полуисписанный	ADJ:Posit:Neut:R
полуисписанное	полуисписанный	ADJ:Posit:Neut:Nom
полуисписанное	полуисписанный	ADJ:Posit:Neut:V
полуисписанной	полуисписанный	ADJ:Posit:Fem:D
полуисписанной	полуисписанный	ADJ:Posit:Fem:P
полуисписанной	полуисписанный	ADJ:Posit:Fem:R
полуисписанной	полуисписанный	ADJ:Posit:Fem:T
полуисписанном	полуисписанный	ADJ:Posit:Masc:P
полуисписанном	полуисписанный	ADJ:Posit:Neut:P
полуисписанному	полуисписанный	ADJ:Posit:Masc:D
полуисписанному	полуисписанный	ADJ:Posit:Neut:D
полуисписанно	полуисписанный	ADJ:Short:Neut
полуисписанную	полуисписанный	ADJ:Posit:Fem:V
полуисписанные	полуисписанный	ADJ:Posit:PL:Nom
полуисписанные	полуисписанный	ADJ:Posit:PL:V
полуисписанный	полуисписанный	ADJ:Posit:Masc:Nom
полуисписанный	полуисписанный	ADJ:Posit:Masc:V
полуисписанными	полуисписанный	ADJ:Posit:PL:T
полуисписанным	полуисписанный	ADJ:Posit:Masc:T
полуисписанным	полуисписанный	ADJ:Posit:Neut:T
полуисписанным	полуисписанный	ADJ:Posit:PL:D
полуисписанны	полуисписанный	ADJ:Short:PL
полуисписанных	полуисписанный	ADJ:Posit:PL:P
полуисписанных	полуисписанный	ADJ:Posit:PL:R
полуисписанных	полуисписанный	ADJ:Posit:PL:V
полупрофессионален	полупрофессиональный	ADJ:Short:Masc
полупрофессиональна	полупрофессиональный	ADJ:Short:Fem
полупрофессиональная	полупрофессиональный	ADJ:Posit:Fem:Nom
полупрофессионального	полупрофессиональный	ADJ:Posit:Masc:R
полупрофессионального	полупрофессиональный	ADJ:Posit:Masc:V
полупрофессионального	полупрофессиональный	ADJ:Posit:Neut:R
полупрофессиональное	полупрофессиональный	ADJ:Posit:Neut:Nom
полупрофессиональное	полупрофессиональный	ADJ:Posit:Neut:V
полупрофессиональной	полупрофессиональный	ADJ:Posit:Fem:D
полупрофессиональной	полупрофессиональный	ADJ:Posit:Fem:P
полупрофессиональной	полупрофессиональный	ADJ:Posit:Fem:R
полупрофессиональной	полупрофессиональный	ADJ:Posit:Fem:T
полупрофессиональном	полупрофессиональный	ADJ:Posit:Masc:P
полупрофессиональном	полупрофессиональный	ADJ:Posit:Neut:P
полупрофессиональному	полупрофессиональный	ADJ:Posit:Masc:D
полупрофессиональному	полупрофессиональный	ADJ:Posit:Neut:D
полупрофессионально	полупрофессиональный	ADJ:Short:Neut
полупрофессиональную	полупрофессиональный	ADJ:Posit:Fem:V
полупрофессиональные	полупрофессиональный	ADJ:Posit:PL:Nom
полупрофессиональные	полупрофессиональный	ADJ:Posit:PL:V
полупрофессиональный	полупрофессиональный	ADJ:Posit:Masc:Nom
полупрофессиональный	полупрофессиональный	ADJ:Posit:Masc:V
полупрофессиональными	полупрофессиональный	ADJ:Posit:PL:T
полупрофессиональным	полупрофессиональный	ADJ:Posit:Masc:T
полупрофессиональным	полупрофессиональный	ADJ:Posit:Neut:T
полупрофессиональным	полупрофессиональный	ADJ:Posit:PL:D
полупрофессиональны	полупрофессиональный	ADJ:Short:PL
полупрофессиональных	полупрофессиональный	ADJ:Posit:PL:P
полупрофессиональных	полупрофессиональный	ADJ:Posit:PL:R
полупрофессиональных	полупрофессиональный	ADJ:Posit:PL:V
получше	хороший	ADJ:Comp
помолвочен	помолвочный	ADJ:Short:Masc
помолвочна	помолвочный	ADJ:Short:Fem
помолвочная	помолвочный	ADJ:Posit:Fem:Nom
помолвочного	помолвочный	ADJ:Posit:Masc:R
помолвочного	помолвочный	ADJ:Posit:Masc:V
помолвочного	помолвочный	ADJ:Posit:Neut:R
помолвочное	помолвочный	ADJ:Posit:Neut:Nom
помолвочное	помолвочный	ADJ:Posit:Neut:V
помолвочной	помолвочный	ADJ:Posit:Fem:D
помолвочной	помолвочный	ADJ:Posit:Fem:P
помолвочной	помолвочный	ADJ:Posit:Fem:R
помолвочной	помолвочный	ADJ:Posit:Fem:T
помолвочном	помолвочный	ADJ:Posit:Masc:P
помолвочном	помолвочный	ADJ:Posit:Neut:P
помолвочному	помолвочный	ADJ:Posit:Masc:D
помолвочному	помолвочный	ADJ:Posit:Neut:D
помолвочно	помолвочный	ADJ:Short:Neut
помолвочную	помолвочный	ADJ:Posit:Fem:V
помолвочные	помолвочный	ADJ:Posit:PL:Nom
помолвочные	помолвочный	ADJ:Posit:PL:V
помолвочный	помолвочный	ADJ:Posit:Masc:Nom
помолвочный	помолвочный	ADJ:Posit:Masc:V
помолвочными	помолвочный	ADJ:Posit:PL:T
помолвочным	помолвочный	ADJ:Posit:Masc:T
помолвочным	помолвочный	ADJ:Posit:Neut:T
помолвочным	помолвочный	ADJ:Posit:PL:D
помолвочны	помолвочный	ADJ:Short:PL
помолвочных	помолвочный	ADJ:Posit:PL:P
помолвочных	помолвочный	ADJ:Posit:PL:R
помолвочных	помолвочный	ADJ:Posit:PL:V
поморфемен	поморфемный	ADJ:Short:Masc
поморфемна	поморфемный	ADJ:Short:Fem
поморфемная	поморфемный	ADJ:Posit:Fem:Nom
поморфемного	поморфемный	ADJ:Posit:Masc:R
поморфемного	поморфемный	ADJ:Posit:Masc:V
поморфемного	поморфемный	ADJ:Posit:Neut:R
поморфемное	поморфемный	ADJ:Posit:Neut:Nom
поморфемное	поморфемный	ADJ:Posit:Neut:V
поморфемной	поморфемный	ADJ:Posit:Fem:D
поморфемной	поморфемный	ADJ:Posit:Fem:P
поморфемной	поморфемный	ADJ:Posit:Fem:R
поморфемной	поморфемный	ADJ:Posit:Fem:T
поморфемном	поморфемный	ADJ:Posit:Masc:P
поморфемном	поморфемный	ADJ:Posit:Neut:P
поморфемному	поморфемный	ADJ:Posit:Masc:D
поморфемному	поморфемный	ADJ:Posit:Neut:D
поморфемно	поморфемный	ADJ:Short:Neut
поморфемную	поморфемный	ADJ:Posit:Fem:V
поморфемные	поморфемный	ADJ:Posit:PL:Nom
поморфемные	поморфемный	ADJ:Posit:PL:V
поморфемный	поморфемный	ADJ:Posit:Masc:Nom
поморфемный	поморфемный	ADJ:Posit:Masc:V
поморфемными	поморфемный	ADJ:Posit:PL:T
поморфемным	поморфемный	ADJ:Posit:Masc:T
поморфемным	поморфемный	ADJ:Posit:Neut:T
поморфемным	поморфемный	ADJ:Posit:PL:D
поморфемны	поморфемный	ADJ:Short:PL
поморфемных	поморфемный	ADJ:Posit:PL:P
поморфемных	поморфемный	ADJ:Posit:PL:R
поморфемных	поморфемный	ADJ:Posit:PL:V
понадежней	надёжный	ADJ:Comp
понадёжней	надёжный	ADJ:Comp
попарно-параллелен	попарно-параллельный	ADJ:Short:Masc
попарно-параллельна	попарно-параллельный	ADJ:Short:Fem
попарно-параллельная	попарно-параллельный	ADJ:Posit:Fem:Nom
попарно-параллельного	попарно-параллельный	ADJ:Posit:Masc:R
попарно-параллельного	попарно-параллельный	ADJ:Posit:Masc:V
попарно-параллельного	попарно-параллельный	ADJ:Posit:Neut:R
попарно-параллельное	попарно-параллельный	ADJ:Posit:Neut:Nom
попарно-параллельное	попарно-параллельный	ADJ:Posit:Neut:V
попарно-параллельной	попарно-параллельный	ADJ:Posit:Fem:D
попарно-параллельной	попарно-параллельный	ADJ:Posit:Fem:P
попарно-параллельной	попарно-параллельный	ADJ:Posit:Fem:R
попарно-параллельной	попарно-параллельный	ADJ:Posit:Fem:T
попарно-параллельном	попарно-параллельный	ADJ:Posit:Masc:P
попарно-параллельном	попарно-параллельный	ADJ:Posit:Neut:P
попарно-параллельному	попарно-параллельный	ADJ:Posit:Masc:D
попарно-параллельному	попарно-параллельный	ADJ:Posit:Neut:D
попарно-параллельно	попарно-параллельный	ADJ:Short:Neut
попарно-параллельную	попарно-параллельный	ADJ:Posit:Fem:V
попарно-параллельные	попарно-параллельный	ADJ:Posit:PL:Nom
попарно-параллельные	попарно-параллельный	ADJ:Posit:PL:V
попарно-параллельный	попарно-параллельный	ADJ:Posit:Masc:Nom
попарно-параллельный	попарно-параллельный	ADJ:Posit:Masc:V
попарно-параллельными	попарно-параллельный	ADJ:Posit:PL:T
попарно-параллельным	попарно-параллельный	ADJ:Posit:Masc:T
попарно-параллельным	попарно-параллельный	ADJ:Posit:Neut:T
попарно-параллельным	попарно-параллельный	ADJ:Posit:PL:D
попарно-параллельны	попарно-параллельный	ADJ:Short:PL
попарно-параллельных	попарно-параллельный	ADJ:Posit:PL:P
попарно-параллельных	попарно-параллельный	ADJ:Posit:PL:R
попарно-параллельных	попарно-параллельный	ADJ:Posit:PL:V
походниками	походник	NN:Inanim:Masc:PL:T
походникам	походник	NN:Inanim:Masc:PL:D
походника	походник	NN:Inanim:Masc:Sin:R
походниках	походник	NN:Inanim:Masc:PL:P
походнике	походник	NN:Inanim:Masc:Sin:P
походники	походник	NN:Inanim:Masc:PL:Nom
походники	походник	NN:Inanim:Masc:PL:V
походников	походник	NN:Inanim:Masc:PL:R
походником	походник	NN:Inanim:Masc:Sin:T
походник	походник	NN:Inanim:Masc:Sin:Nom
походник	походник	NN:Inanim:Masc:Sin:V
походнику	походник	NN:Inanim:Masc:Sin:D
предвосхитителен	предвосхитительный	ADJ:Short:Masc
предвосхитительна	предвосхитительный	ADJ:Short:Fem
предвосхитительная	предвосхитительный	ADJ:Posit:Fem:Nom
предвосхитительного	предвосхитительный	ADJ:Posit:Masc:R
предвосхитительного	предвосхитительный	ADJ:Posit:Masc:V
предвосхитительного	предвосхитительный	ADJ:Posit:Neut:R
предвосхитительное	предвосхитительный	ADJ:Posit:Neut:Nom
предвосхитительное	предвосхитительный	ADJ:Posit:Neut:V
предвосхитительной	предвосхитительный	ADJ:Posit:Fem:D
предвосхитительной	предвосхитительный	ADJ:Posit:Fem:P
предвосхитительной	предвосхитительный	ADJ:Posit:Fem:R
предвосхитительной	предвосхитительный	ADJ:Posit:Fem:T
предвосхитительном	предвосхитительный	ADJ:Posit:Masc:P
предвосхитительном	предвосхитительный	ADJ:Posit:Neut:P
предвосхитительному	предвосхитительный	ADJ:Posit:Masc:D
предвосхитительному	предвосхитительный	ADJ:Posit:Neut:D
предвосхитительно	предвосхитительный	ADJ:Short:Neut
предвосхитительную	предвосхитительный	ADJ:Posit:Fem:V
предвосхитительные	предвосхитительный	ADJ:Posit:PL:Nom
предвосхитительные	предвосхитительный	ADJ:Posit:PL:V
предвосхитительный	предвосхитительный	ADJ:Posit:Masc:Nom
предвосхитительный	предвосхитительный	ADJ:Posit:Masc:V
предвосхитительными	предвосхитительный	ADJ:Posit:PL:T
предвосхитительным	предвосхитительный	ADJ:Posit:Masc:T
предвосхитительным	предвосхитительный	ADJ:Posit:Neut:T
предвосхитительным	предвосхитительный	ADJ:Posit:PL:D
предвосхитительны	предвосхитительный	ADJ:Short:PL
предвосхитительных	предвосхитительный	ADJ:Posit:PL:P
предвосхитительных	предвосхитительный	ADJ:Posit:PL:R
предвосхитительных	предвосхитительный	ADJ:Posit:PL:V
предзаполнением	предзаполнение	NN:Inanim:Neut:Sin:T
предзаполнение	предзаполнение	NN:Inanim:Neut:Sin:Nom
предзаполнение	предзаполнение	NN:Inanim:Neut:Sin:V
предзаполнении	предзаполнение	NN:Inanim:Neut:Sin:P
предзаполнений	предзаполнение	NN:Inanim:Neut:PL:R
предзаполнению	предзаполнение	NN:Inanim:Neut:Sin:D
предзаполнениями	предзаполнение	NN:Inanim:Neut:PL:T
предзаполнениям	предзаполнение	NN:Inanim:Neut:PL:D
предзаполнения	предзаполнение	NN:Inanim:Neut:PL:Nom
предзаполнения	предзаполнение	NN:Inanim:Neut:PL:V
предзаполнения	предзаполнение	NN:Inanim:Neut:Sin:R
предзаполнениях	предзаполнение	NN:Inanim:Neut:PL:P
предзаполненьем	предзаполнение	NN:Inanim:Neut:Sin:T
предзаполненье	предзаполнение	NN:Inanim:Neut:Sin:Nom
предзаполненье	предзаполнение	NN:Inanim:Neut:Sin:P
предзаполненье	предзаполнение	NN:Inanim:Neut:Sin:V
предзаполненьи	предзаполнение	NN:Inanim:Neut:Sin:P
предзаполненью	предзаполнение	NN:Inanim:Neut:Sin:D
предзаполненьями	предзаполнение	NN:Inanim:Neut:PL:T
предзаполненьям	предзаполнение	NN:Inanim:Neut:PL:D
предзаполненья	предзаполнение	NN:Inanim:Neut:PL:Nom
предзаполненья	предзаполнение	NN:Inanim:Neut:PL:V
предзаполненья	предзаполнение	NN:Inanim:Neut:Sin:R
предзаполненьях	предзаполнение	NN:Inanim:Neut:PL:P
предиктивен	предиктивный	ADJ:Short:Masc
предиктивна	предиктивный	ADJ:Short:Fem
предиктивная	предиктивный	ADJ:Posit:Fem:Nom
предиктивного	предиктивный	ADJ:Posit:Masc:R
предиктивного	предиктивный	ADJ:Posit:Masc:V
предиктивного	предиктивный	ADJ:Posit:Neut:R
предиктивное	предиктивный	ADJ:Posit:Neut:Nom
предиктивное	предиктивный	ADJ:Posit:Neut:V
предиктивной	предиктивный	ADJ:Posit:Fem:D
предиктивной	предиктивный	ADJ:Posit:Fem:P
предиктивной	предиктивный	ADJ:Posit:Fem:R
предиктивной	предиктивный	ADJ:Posit:Fem:T
предиктивном	предиктивный	ADJ:Posit:Masc:P
предиктивном	предиктивный	ADJ:Posit:Neut:P
предиктивному	предиктивный	ADJ:Posit:Masc:D
предиктивному	предиктивный	ADJ:Posit:Neut:D
предиктивно	предиктивный	ADJ:Short:Neut
предиктивную	предиктивный	ADJ:Posit:Fem:V
предиктивные	предиктивный	ADJ:Posit:PL:Nom
предиктивные	предиктивный	ADJ:Posit:PL:V
предиктивный	предиктивный	ADJ:Posit:Masc:Nom
предиктивный	предиктивный	ADJ:Posit:Masc:V
предиктивными	предиктивный	ADJ:Posit:PL:T
предиктивным	предиктивный	ADJ:Posit:Masc:T
предиктивным	предиктивный	ADJ:Posit:Neut:T
предиктивным	предиктивный	ADJ:Posit:PL:D
предиктивны	предиктивный	ADJ:Short:PL
предиктивных	предиктивный	ADJ:Posit:PL:P
предиктивных	предиктивный	ADJ:Posit:PL:R
предиктивных	предиктивный	ADJ:Posit:PL:V
предметно-информационен	предметно-информационный	ADJ:Short:Masc
предметно-информационна	предметно-информационный	ADJ:Short:Fem
предметно-информационная	предметно-информационный	ADJ:Posit:Fem:Nom
предметно-информационного	предметно-информационный	ADJ:Posit:Masc:R
предметно-информационного	предметно-информационный	ADJ:Posit:Masc:V
предметно-информационного	предметно-информационный	ADJ:Posit:Neut:R
предметно-информационное	предметно-информационный	ADJ:Posit:Neut:Nom
предметно-информационное	предметно-информационный	ADJ:Posit:Neut:V
предметно-информационной	предметно-информационный	ADJ:Posit:Fem:D
предметно-информационной	предметно-информационный	ADJ:Posit:Fem:P
предметно-информационной	предметно-информационный	ADJ:Posit:Fem:R
предметно-информационной	предметно-информационный	ADJ:Posit:Fem:T
предметно-информационном	предметно-информационный	ADJ:Posit:Masc:P
предметно-информационном	предметно-информационный	ADJ:Posit:Neut:P
предметно-информационному	предметно-информационный	ADJ:Posit:Masc:D
предметно-информационному	предметно-информационный	ADJ:Posit:Neut:D
предметно-информационно	предметно-информационный	ADJ:Short:Neut
предметно-информационную	предметно-информационный	ADJ:Posit:Fem:V
предметно-информационные	предметно-информационный	ADJ:Posit:PL:Nom
предметно-информационные	предметно-информационный	ADJ:Posit:PL:V
предметно-информационный	предметно-информационный	ADJ:Posit:Masc:Nom
предметно-информационный	предметно-информационный	ADJ:Posit:Masc:V
предметно-информационными	предметно-информационный	ADJ:Posit:PL:T
предметно-информационным	предметно-информационный	ADJ:Posit:Masc:T
предметно-информационным	предметно-информационный	ADJ:Posit:Neut:T
предметно-информационным	предметно-информационный	ADJ:Posit:PL:D
предметно-информационны	предметно-информационный	ADJ:Short:PL
предметно-информационных	предметно-информационный	ADJ:Posit:PL:P
предметно-информационных	предметно-информационный	ADJ:Posit:PL:R
предметно-информационных	предметно-информационный	ADJ:Posit:PL:V
приемопередаточен	приемопередаточный	ADJ:Short:Masc
приемопередаточна	приемопередаточный	ADJ:Short:Fem
приемопередаточная	приемопередаточный	ADJ:Posit:Fem:Nom
приемопередаточного	приемопередаточный	ADJ:Posit:Masc:R
приемопередаточного	приемопередаточный	ADJ:Posit:Masc:V
приемопередаточного	приемопередаточный	ADJ:Posit:Neut:R
приемопередаточное	приемопередаточный	ADJ:Posit:Neut:Nom
приемопередаточное	приемопередаточный	ADJ:Posit:Neut:V
приемопередаточной	приемопередаточный	ADJ:Posit:Fem:D
приемопередаточной	приемопередаточный	ADJ:Posit:Fem:P
приемопередаточной	приемопередаточный	ADJ:Posit:Fem:R
приемопередаточной	приемопередаточный	ADJ:Posit:Fem:T
приемопередаточном	приемопередаточный	ADJ:Posit:Masc:P
приемопередаточном	приемопередаточный	ADJ:Posit:Neut:P
приемопередаточному	приемопередаточный	ADJ:Posit:Masc:D
приемопередаточному	приемопередаточный	ADJ:Posit:Neut:D
приемопередаточно	приемопередаточный	ADJ:Short:Neut
приемопередаточную	приемопередаточный	ADJ:Posit:Fem:V
приемопередаточные	приемопередаточный	ADJ:Posit:PL:Nom
приемопередаточные	приемопередаточный	ADJ:Posit:PL:V
приемопередаточный	приемопередаточный	ADJ:Posit:Masc:Nom
приемопередаточный	приемопередаточный	ADJ:Posit:Masc:V
приемопередаточными	приемопередаточный	ADJ:Posit:PL:T
приемопередаточным	приемопередаточный	ADJ:Posit:Masc:T
приемопередаточным	приемопередаточный	ADJ:Posit:Neut:T
приемопередаточным	приемопередаточный	ADJ:Posit:PL:D
приемопередаточны	приемопередаточный	ADJ:Short:PL
приемопередаточных	приемопередаточный	ADJ:Posit:PL:P
приемопередаточных	приемопередаточный	ADJ:Posit:PL:R
приемопередаточных	приемопередаточный	ADJ:Posit:PL:V
природнотехногенен	природнотехногенный	ADJ:Short:Masc
природнотехногенна	природнотехногенный	ADJ:Short:Fem
природнотехногенная	природнотехногенный	ADJ:Posit:Fem:Nom
природнотехногенного	природнотехногенный	ADJ:Posit:Masc:R
природнотехногенного	природнотехногенный	ADJ:Posit:Masc:V
природнотехногенного	природнотехногенный	ADJ:Posit:Neut:R
природнотехногенное	природнотехногенный	ADJ:Posit:Neut:Nom
природнотехногенное	природнотехногенный	ADJ:Posit:Neut:V
природнотехногенной	природнотехногенный	ADJ:Posit:Fem:D
природнотехногенной	природнотехногенный	ADJ:Posit:Fem:P
природнотехногенной	природнотехногенный	ADJ:Posit:Fem:R
природнотехногенной	природнотехногенный	ADJ:Posit:Fem:T
природнотехногенном	природнотехногенный	ADJ:Posit:Masc:P
природнотехногенном	природнотехногенный	ADJ:Posit:Neut:P
природнотехногенному	природнотехногенный	ADJ:Posit:Masc:D
природнотехногенному	природнотехногенный	ADJ:Posit:Neut:D
природнотехногенно	природнотехногенный	ADJ:Short:Neut
природнотехногенную	природнотехногенный	ADJ:Posit:Fem:V
природнотехногенные	природнотехногенный	ADJ:Posit:PL:Nom
природнотехногенные	природнотехногенный	ADJ:Posit:PL:V
природнотехногенный	природнотехногенный	ADJ:Posit:Masc:Nom
природнотехногенный	природнотехногенный	ADJ:Posit:Masc:V
природнотехногенными	природнотехногенный	ADJ:Posit:PL:T
природнотехногенным	природнотехногенный	ADJ:Posit:Masc:T
природнотехногенным	природнотехногенный	ADJ:Posit:Neut:T
природнотехногенным	природнотехногенный	ADJ:Posit:PL:D
природнотехногенны	природнотехногенный	ADJ:Short:PL
природнотехногенных	природнотехногенный	ADJ:Posit:PL:P
природнотехногенных	природнотехногенный	ADJ:Posit:PL:R
природнотехногенных	природнотехногенный	ADJ:Posit:PL:V
проаудированен	проаудированный	ADJ:Short:Masc
проаудированна	проаудированный	ADJ:Short:Fem
проаудированная	проаудированный	ADJ:Posit:Fem:Nom
проаудированного	проаудированный	ADJ:Posit:Masc:R
проаудированного	проаудированный	ADJ:Posit:Masc:V
проаудированного	проаудированный	ADJ:Posit:Neut:R
проаудированное	проаудированный	ADJ:Posit:Neut:Nom
проаудированное	проаудированный	ADJ:Posit:Neut:V
проаудированной	проаудированный	ADJ:Posit:Fem:D
проаудированной	проаудированный	ADJ:Posit:Fem:P
проаудированной	проаудированный	ADJ:Posit:Fem:R
проаудированной	проаудированный	ADJ:Posit:Fem:T
проаудированном	проаудированный	ADJ:Posit:Masc:P
проаудированном	проаудированный	ADJ:Posit:Neut:P
проаудированному	проаудированный	ADJ:Posit:Masc:D
проаудированному	проаудированный	ADJ:Posit:Neut:D
проаудированно	проаудированный	ADJ:Short:Neut
проаудированную	проаудированный	ADJ:Posit:Fem:V
проаудированные	проаудированный	ADJ:Posit:PL:Nom
проаудированные	проаудированный	ADJ:Posit:PL:V
проаудированный	проаудированный	ADJ:Posit:Masc:Nom
проаудированный	проаудированный	ADJ:Posit:Masc:V
проаудированными	проаудированный	ADJ:Posit:PL:T
проаудированным	проаудированный	ADJ:Posit:Masc:T
проаудированным	проаудированный	ADJ:Posit:Neut:T
проаудированным	проаудированный	ADJ:Posit:PL:D
проаудированны	проаудированный	ADJ:Short:PL
проаудированных	проаудированный	ADJ:Posit:PL:P
проаудированных	проаудированный	ADJ:Posit:PL:R
проаудированных	проаудированный	ADJ:Posit:PL:V
противоотёчен	противоотёчный	ADJ:Short:Masc
противоотёчна	противоотёчный	ADJ:Short:Fem
противоотёчная	противоотёчный	ADJ:Posit:Fem:Nom
противоотёчного	противоотёчный	ADJ:Posit:Masc:R
противоотёчного	противоотёчный	ADJ:Posit:Masc:V
противоотёчного	противоотёчный	ADJ:Posit:Neut:R
противоотёчное	противоотёчный	ADJ:Posit:Neut:Nom
противоотёчное	противоотёчный	ADJ:Posit:Neut:V
противоотёчной	противоотёчный	ADJ:Posit:Fem:D
противоотёчной	противоотёчный	ADJ:Posit:Fem:P
противоотёчной	противоотёчный	ADJ:Posit:Fem:R
противоотёчной	противоотёчный	ADJ:Posit:Fem:T
противоотёчном	противоотёчный	ADJ:Posit:Masc:P
противоотёчном	противоотёчный	ADJ:Posit:Neut:P
противоотёчному	противоотёчный	ADJ:Posit:Masc:D
противоотёчному	противоотёчный	ADJ:Posit:Neut:D
противоотёчно	противоотёчный	ADJ:Short:Neut
противоотёчную	противоотёчный	ADJ:Posit:Fem:V
противоотёчные	противоотёчный	ADJ:Posit:PL:Nom
противоотёчные	противоотёчный	ADJ:Posit:PL:V
противоотёчный	противоотёчный	ADJ:Posit:Masc:Nom
противоотёчный	противоотёчный	ADJ:Posit:Masc:V
противоотёчными	противоотёчный	ADJ:Posit:PL:T
противоотёчным	противоотёчный	ADJ:Posit:Masc:T
противоотёчным	противоотёчный	ADJ:Posit:Neut:T
противоотёчным	противоотёчный	ADJ:Posit:PL:D
противоотёчны	противоотёчный	ADJ:Short:PL
противоотёчных	противоотёчный	ADJ:Posit:PL:P
противоотёчных	противоотёчный	ADJ:Posit:PL:R
противоотёчных	противоотёчный	ADJ:Posit:PL:V
профайлингами	профайлинг	NN:Inanim:Masc:PL:T
профайлингам	профайлинг	NN:Inanim:Masc:PL:D
профайлинга	профайлинг	NN:Inanim:Masc:Sin:R
профайлингах	профайлинг	NN:Inanim:Masc:PL:P
профайлинге	профайлинг	NN:Inanim:Masc:Sin:P
профайлинги	профайлинг	NN:Inanim:Masc:PL:Nom
профайлинги	профайлинг	NN:Inanim:Masc:PL:V
профайлингов	профайлинг	NN:Inanim:Masc:PL:R
профайлингом	профайлинг	NN:Inanim:Masc:Sin:T
профайлинг	профайлинг	NN:Inanim:Masc:Sin:Nom
профайлинг	профайлинг	NN:Inanim:Masc:Sin:V
профайлингу	профайлинг	NN:Inanim:Masc:Sin:D
профессионально-квалификационен	профессионально-квалификационный	ADJ:Short:Masc
профессионально-квалификационна	профессионально-квалификационный	ADJ:Short:Fem
профессионально-квалификационная	профессионально-квалификационный	ADJ:Posit:Fem:Nom
профессионально-квалификационного	профессионально-квалификационный	ADJ:Posit:Masc:R
профессионально-квалификационного	профессионально-квалификационный	ADJ:Posit:Masc:V
профессионально-квалификационного	профессионально-квалификационный	ADJ:Posit:Neut:R
профессионально-квалификационное	профессионально-квалификационный	ADJ:Posit:Neut:Nom
профессионально-квалификационное	профессионально-квалификационный	ADJ:Posit:Neut:V
профессионально-квалификационной	профессионально-квалификационный	ADJ:Posit:Fem:D
профессионально-квалификационной	профессионально-квалификационный	ADJ:Posit:Fem:P
профессионально-квалификационной	профессионально-квалификационный	ADJ:Posit:Fem:R
профессионально-квалификационной	профессионально-квалификационный	ADJ:Posit:Fem:T
профессионально-квалификационном	профессионально-квалификационный	ADJ:Posit:Masc:P
профессионально-квалификационном	профессионально-квалификационный	ADJ:Posit:Neut:P
профессионально-квалификационному	профессионально-квалификационный	ADJ:Posit:Masc:D
профессионально-квалификационному	профессионально-квалификационный	ADJ:Posit:Neut:D
профессионально-квалификационно	профессионально-квалификационный	ADJ:Short:Neut
профессионально-квалификационную	профессионально-квалификационный	ADJ:Posit:Fem:V
профессионально-квалификационные	профессионально-квалификационный	ADJ:Posit:PL:Nom
профессионально-квалификационные	профессионально-квалификационный	ADJ:Posit:PL:V
профессионально-квалификационный	профессионально-квалификационный	ADJ:Posit:Masc:Nom
профессионально-квалификационный	профессионально-квалификационный	ADJ:Posit:Masc:V
профессионально-квалификационными	профессионально-квалификационный	ADJ:Posit:PL:T
профессионально-квалификационным	профессионально-квалификационный	ADJ:Posit:Masc:T
профессионально-квалификационным	профессионально-квалификационный	ADJ:Posit:Neut:T
профессионально-квалификационным	профессионально-квалификационный	ADJ:Posit:PL:D
профессионально-квалификационны	профессионально-квалификационный	ADJ:Short:PL
профессионально-квалификационных	профессионально-квалификационный	ADJ:Posit:PL:P
профессионально-квалификационных	профессионально-квалификационный	ADJ:Posit:PL:R
профессионально-квалификационных	профессионально-квалификационный	ADJ:Posit:PL:V
