# v_zna
#згідно v_rod
попробуватися v_oru
попробуджувати v_zna:v_oru:v_dav
попробуджуватися v_oru
попровадити v_zna:v_oru:v_dav
попровалюватися v_oru
попровірчувати v_zna:v_oru:v_dav
попроганяти v_zna:v_oru:v_dav
попрогинатися v_oru
попрогравати v_zna:v_oru:v_dav
попрогризати v_zna:v_oru:v_dav
попродавати v_zna:v_oru:v_dav
попродати v_zna:v_oru:v_dav
попродовбувати v_zna:v_oru:v_dav
попродряпувати v_zna:v_oru:v_dav
попродувати v_zna:v_oru:v_dav
попроз v_zna
попроїдати v_zna:v_oru:v_dav
попрокладати v_zna:v_oru:v_dav
попроколювати v_zna:v_oru:v_dav
попрокопувати v_zna:v_oru:v_dav
попрокручувати v_zna:v_oru:v_dav
попрокушувати v_zna:v_oru:v_dav
попроломлювати v_zna:v_oru:v_dav
попромивати v_zna:v_oru:v_dav
попромочувати v_zna:v_oru:v_dav
попроорювати v_zna:v_oru:v_dav
попропивати v_zna
попропихати v_zna:v_oru:v_dav
попрополювати v_zna:v_oru:v_dav
попропускати v_zna:v_oru:v_dav
попроривати v_zna:v_oru:v_dav
попрорізувати v_zna:v_oru:v_dav
попрорізуватися v_oru
попроростати v_oru
попрорубувати v_zna:v_oru:v_dav
попросвердлювати v_zna:v_oru:v_dav
попросипати v_zna:v_oru:v_dav
попросипатися v_oru
попросити v_inf:v_zna:v_rod:v_oru
попроситися v_oru
попросмолювати v_zna:v_oru:v_dav
попростеляти v_zna:v_oru:v_dav
попростилати v_zna:v_oru:v_dav
попростувати v_oru
попростягати v_zna:v_oru:v_dav
попростягатися v_oru
попросушувати v_zna:v_oru:v_dav
попротикати v_zna:v_oru:v_dav
попротирати v_zna:v_oru:v_dav
попротоптувати v_zna:v_oru:v_dav
попрохати v_inf:v_zna:v_rod:v_oru
попроходити v_zna:v_oru:v_dav
попрочитувати v_zna:v_oru:v_dav
попрочищати v_zna:v_oru:v_dav
попроштрикувати v_zna:v_oru:v_dav
попрощати v_zna
попрощатися v_oru
попручатися v_oru:v_dav
попрямувати v_oru
попрясти v_zna:v_oru:v_dav
попсувати v_zna:v_oru:v_dav
попсуватися v_oru
попудрити v_zna:v_oru:v_dav
попудритися v_oru
популяризувати v_zna:v_oru:v_dav
популяризуватися v_oru
попускати v_inf:v_zna:v_oru:v_dav
попускатися v_oru
попустити v_inf:v_zna:v_oru:v_dav
попуститися v_oru
попустошити v_zna:v_oru:v_dav
попутати v_zna:v_oru:v_dav
попхати v_zna:v_oru:v_dav
попхатися v_oru
попхнути v_zna:v_oru:v_dav
попшикати v_zna:v_oru:v_dav
попшикатися v_oru
пора v_inf:v_dav
порада v_inf
порадити v_inf:v_zna:v_dav
порадіти v_dav
порадувати v_zna:v_oru
порадуватися v_dav
поралити v_oru
поранжувати v_zna:v_oru:v_dav
поранити v_zna:v_oru:v_dav
поранитися v_oru
порати v_zna:v_oru:v_dav
поратися v_oru
порахувати v_zna:v_oru:v_dav
порахуватися v_oru
пораяти v_zna:v_oru:v_dav
порвати v_zna:v_oru:v_dav
порегулювати v_zna:v_oru:v_dav
поредагувати v_zna:v_oru:v_dav
порекламувати v_zna:v_oru:v_dav
порекламуватися v_oru
порекомендований v_dav
порекомендувати v_inf:v_zna:v_dav
порекомендуватися v_oru
поремонтувати v_zna:v_oru:v_dav
порепати v_zna:v_oru:v_dav
порепатися v_oru
порешетити v_zna:v_oru:v_dav
порешетитися v_oru
порибалити v_oru
поривати v_inf:v_zna:v_oru:v_dav
пориватися v_inf
поригати v_oru
порикувати v_oru:v_dav
поринати v_oru
поринути v_oru
порипати v_oru
порипувати v_oru
порити v_zna:v_oru:v_dav
порихлити v_zna:v_oru
порівнювати v_zna:v_oru:v_dav
порівнюватися v_oru
порівняти v_zna:v_oru:v_dav
порівнятися v_oru
порідити v_zna:v_oru:v_dav
поріднити v_zna:v_oru:v_dav
поріднитися v_oru
порізати v_zna:v_oru:v_dav
порізатися v_oru
порізнити v_zna:v_oru:v_dav
порішати v_inf:v_zna:v_oru:v_dav
порішити v_zna:v_oru:v_dav
поробити v_zna:v_oru
поробитися v_oru
пороблювати v_zna
поробляти v_zna
породжувати v_zna:v_oru
породжуватися v_oru
породити v_zna:v_oru:v_dav
породитися v_oru
пороз'єднувати v_zna:v_oru:v_dav
пороз'єднуватися v_oru
пороз'їдати v_zna:v_oru:v_dav
пороз'їжджатися v_oru
пороз'ятрювати v_zna:v_oru:v_dav
порозбазарювати v_zna:v_oru:v_dav
порозбещувати v_zna:v_oru:v_dav
порозбещуватися v_oru
порозбивати v_zna:v_oru:v_dav
порозбиватися v_oru
порозбирати v_zna:v_oru:v_dav
порозбігатися v_oru
порозбовтувати v_zna:v_oru:v_dav
порозбризкувати v_zna:v_oru:v_dav
порозбріхувати v_zna
порозбухати v_zna
порозв'язувати v_zna:v_oru:v_dav
порозважати v_zna:v_oru:v_dav
порозважувати v_zna:v_oru:v_dav
порозвалювати v_zna:v_oru:v_dav
порозвантажувати v_zna:v_oru:v_dav
порозварювати v_zna:v_oru:v_dav
порозвертати v_zna:v_oru:v_dav
порозвішувати v_zna:v_oru:v_dav
порозвішуватися v_oru
порозводити v_zna:v_oru:v_dav
порозвозити v_zna:v_oru:v_dav
порозворушувати v_zna:v_oru:v_dav
порозгадувати v_zna:v_oru:v_dav
порозганяти v_zna:v_oru:v_dav
порозгвинчувати v_zna:v_oru:v_dav
порозгладжувати v_zna:v_oru:v_dav
порозглядати v_zna
порозгнуздувати v_zna:v_oru:v_dav
порозгойдувати v_zna:v_oru:v_dav
порозгойдуватися v_oru
порозголошувати v_zna:v_oru:v_dav
порозгороджувати v_zna:v_oru:v_dav
порозгортати v_zna:v_oru:v_dav
порозгортатися v_oru
порозгризати v_zna:v_oru:v_dav
порозгрібати v_zna:v_oru:v_dav
порозгублювати v_zna:v_oru
пороздавати v_zna:v_dav
пороздаровувати v_zna:v_oru:v_dav
пороздивлятися v_zna:v_oru:v_dav
пороздирати v_zna:v_oru:v_dav
пороздиратися v_oru
порозділяти v_zna:v_oru:v_dav
пороздмухувати v_zna:v_oru:v_dav
пороздовбувати v_zna:v_oru:v_dav
пороздражнювати v_zna:v_oru:v_dav
пороздратовувати v_zna:v_oru:v_dav
пороздрібнювати v_zna:v_oru:v_dav
пороздряпувати v_zna:v_oru:v_dav
пороздувати v_zna:v_oru:v_dav
пороздягати v_zna:v_oru:v_dav
пороззброювати v_zna:v_oru:v_dav
пороззувати v_zna:v_oru:v_dav
пороззявлювати v_zna
пороззявляти v_zna
порозказувати v_zna:v_oru:v_dav
порозкачувати v_zna:v_oru:v_dav
порозквітати v_oru
порозкидати v_zna:v_oru:v_dav
порозкидатися v_oru
порозкидувати v_zna:v_oru:v_dav
порозкладати v_zna:v_oru:v_dav
порозкладатися v_oru
порозкладувати v_zna:v_oru:v_dav
порозклеювати v_zna:v_oru:v_dav
порозкльовувати v_zna:v_oru:v_dav
порозковувати v_zna:v_oru:v_dav
порозколочувати v_zna:v_oru:v_dav
порозколупувати v_zna:v_oru:v_dav
порозколювати v_zna:v_oru:v_dav
порозкопувати v_zna:v_oru:v_dav
порозкочувати v_zna:v_oru:v_dav
порозкошувати v_oru
порозкрадати v_zna
порозкривати v_zna:v_oru:v_dav
порозкриватися v_oru
порозкришувати v_zna:v_oru:v_dav
порозкроювати v_zna:v_oru:v_dav
порозкручувати v_zna:v_oru:v_dav
порозкудлувати v_zna:v_oru:v_dav
порозкуйовджувати v_zna:v_oru:v_dav
порозкуповувати v_zna
порозкупорювати v_zna:v_oru:v_dav
порозкуркулювати v_zna
порозкутувати v_zna:v_oru:v_dav
порозкушувати v_zna:v_oru:v_dav
порозламувати v_zna:v_oru:v_dav
порозливати v_zna:v_oru:v_dav
порозливатися v_oru
порозліплювати v_zna:v_oru:v_dav
порозлітатися v_oru
порозлягатися v_oru
порозлякувати v_zna:v_oru:v_dav
порозляпувати v_zna:v_oru:v_dav
порозмазувати v_zna:v_oru:v_dav
порозмазуватися v_oru
порозмальовувати v_zna:v_oru:v_dav
порозмахувати v_oru:v_dav
порозмивати v_zna:v_oru:v_dav
порозмиватися v_oru
порозминати v_zna:v_oru:v_dav
порозминатися v_oru
порозмітати v_zna:v_oru:v_dav
порозмішувати v_zna:v_oru:v_dav
порозміщати v_zna:v_oru:v_dav
порозміщатися v_oru
порозміщувати v_zna:v_oru:v_dav
порозмножувати v_zna:v_oru:v_dav
порозмножуватися v_oru
порозмолочувати v_zna:v_oru:v_dav
порозмотувати v_zna:v_oru:v_dav
порозмотуватися v_oru
порозмочувати v_zna:v_oru:v_dav
порознімати v_zna:v_oru:v_dav
порозносити v_zna:v_oru:v_dav
порозорювати v_zna:v_oru:v_dav
порозпаковувати v_zna:v_oru:v_dav
порозпалювати v_zna:v_oru:v_dav
порозпанахувати v_zna:v_oru:v_dav
порозпарювати v_zna:v_oru:v_dav
порозпатлувати v_zna:v_oru:v_dav
порозперізувати v_zna:v_oru:v_dav
порозпечатувати v_zna:v_oru:v_dav
порозпилювати v_zna:v_oru:v_dav
порозпинати v_zna:v_oru:v_dav
порозпинатися v_oru
порозпирати v_zna:v_oru:v_dav
порозписувати v_zna:v_oru:v_dav
порозписуватися v_oru
порозпитувати v_zna
порозпихати v_zna:v_oru:v_dav
порозпихувати v_zna:v_oru:v_dav
порозпікати v_zna:v_oru:v_dav
порозплачуватися v_oru
порозпліскувати v_zna:v_oru:v_dav
порозпліскуватися v_oru
порозплітати v_zna:v_oru:v_dav
порозплутувати v_zna:v_oru:v_dav
порозплутуватися v_oru
порозплющувати v_zna:v_oru:v_dav
порозповзатися v_oru
порозповідати v_zna
порозподіляти v_zna:v_oru:v_dav
порозпозичати v_zna
порозпорошувати v_zna:v_oru:v_dav
порозпорювати v_zna:v_oru:v_dav
порозправляти v_zna:v_oru:v_dav
порозпродувати v_zna:v_oru:v_dav
порозпрягати v_zna:v_oru:v_dav
порозпускати v_zna:v_oru:v_dav
порозпускатися v_oru
порозпушувати v_zna:v_oru:v_dav
порозривати v_zna:v_oru:v_dav
порозриватися v_oru
порозрівнювати v_zna:v_oru:v_dav
порозріджувати v_zna:v_oru:v_dav
порозрізати v_zna:v_oru:v_dav
порозрізувати v_zna:v_oru:v_dav
порозростатися v_oru
порозрубувати v_zna:v_oru:v_dav
порозсаджувати v_zna:v_oru:v_dav
порозселяти v_zna:v_oru:v_dav
порозселятися v_oru
порозсилати v_zna:v_oru:v_dav
порозсипати v_zna:v_oru:v_dav
порозсипатися v_oru
порозсівати v_zna:v_oru:v_dav
порозсідатися v_oru
порозсідлувати v_zna
порозсікати v_zna:v_oru:v_dav
порозсіювати v_zna:v_oru:v_dav
порозсіюватися v_oru
порозсмикувати v_zna:v_oru:v_dav
порозсовувати v_zna:v_oru:v_dav
порозставлювати v_zna:v_oru
порозставляти v_zna:v_oru:v_dav
порозставлятися v_oru
порозстелювати v_zna:v_oru:v_dav
порозстеляти v_zna:v_oru:v_dav
порозстилати v_zna:v_oru:v_dav
порозстібати v_zna:v_oru:v_dav
порозстрілювати v_zna:v_oru:v_dav
порозстріляти v_zna:v_oru:v_dav
порозсувати v_zna:v_oru:v_dav
порозсуватися v_oru
порозтаскувати v_zna:v_oru:v_dav
порозташовуватися v_oru
порозтинати v_zna:v_oru:v_dav
порозтирати v_zna:v_oru:v_dav
порозтиратися v_oru
порозтікатися v_oru:v_dav
порозтовкмачувати v_zna:v_oru:v_dav
порозтоплювати v_zna:v_oru:v_dav
порозтоплюватися v_oru
порозтріпувати v_zna:v_oru:v_dav
порозтрощувати v_zna:v_oru:v_dav
порозтручувати v_zna:v_oru
порозтрушувати v_zna:v_oru:v_dav
порозтулювати v_zna:v_oru:v_dav
порозтуляти v_zna:v_oru:v_dav
порозтягати v_zna:v_oru:v_dav
порозтягатися v_oru
порозтягувати v_zna:v_oru:v_dav
порозтягуватися v_oru
порозумітися v_oru
порозучувати v_zna
порозфарбовувати v_zna:v_oru:v_dav
порозфасовувати v_zna:v_oru:v_dav
порозхитувати v_zna:v_oru:v_dav
порозхитуватися v_oru
порозхлюпувати v_zna:v_oru:v_dav
порозхлюпуватися v_oru
порозходитися v_oru
порозцвітати v_oru
порозчавлювати v_zna:v_oru:v_dav
порозчахувати v_zna:v_oru:v_dav
порозчиняти v_zna:v_oru:v_dav
порозчищати v_zna:v_oru:v_dav
порозчісувати v_zna:v_oru:v_dav
порозчісуватися v_oru
порозчулювати v_zna:v_oru:v_dav
порозчухувати v_zna:v_oru:v_dav
порозшарпувати v_zna:v_oru:v_dav
порозшивати v_zna:v_oru:v_dav
порозшиватися v_oru
порозширювати v_zna:v_oru:v_dav
порозшматовувати v_zna:v_oru:v_dav
порозшнуровувати v_zna
порозштовхувати v_zna:v_oru:v_dav
порозшукувати v_zna:v_oru:v_dav
порослий v_oru
поростати v_oru
порости v_oru
поростити v_zna:v_oru:v_dav
пороти v_zna:v_oru:v_dav
поротися v_oru
порочити v_zna:v_oru:v_dav
порочитися v_oru
порошити v_zna:v_oru
порощити v_oru
порпати v_zna:v_oru:v_dav
порпатися v_oru
порскати v_oru
портретувати v_zna:v_oru:v_dav
портувати v_zna:v_oru:v_dav
портуватися v_oru
порубати v_zna:v_oru:v_dav
порубатися v_oru
поруйнувати v_zna:v_oru:v_dav
поруйнуватися v_oru
порулити v_oru
порулювати v_oru
порухати v_zna:v_oru
поруч v_rod
поручати v_inf:v_zna:v_oru:v_dav
поручити v_inf:v_zna:v_oru:v_dav
поручитися v_oru
порушати v_zna:v_oru:v_dav
порушатися v_oru
порушити v_zna:v_oru:v_dav
порушитися v_oru
порушувати v_zna:v_oru:v_dav
порушуватися v_oru
порябити v_zna:v_oru:v_dav
поряд v_rod
порядкувати v_oru
порядкуватися v_oru
порятувати v_zna:v_oru:v_dav
порятуватися v_oru
посаджати v_zna:v_oru:v_dav
посадити v_inf:v_zna:v_oru
посадовити v_inf:v_zna:v_oru:v_dav
посапати v_zna:v_oru:v_dav
посапувати v_oru
посварити v_zna:v_oru:v_dav
посваритися v_oru
посватати v_zna:v_oru:v_dav
посвердлити v_zna:v_oru:v_dav
посвистувати v_oru
посвідчити v_zna:v_oru:v_dav
посвідчувати v_zna:v_oru
посвідчуватися v_oru
посвітити v_zna:v_oru:v_dav
посвітитися v_oru
посвятити v_zna:v_oru:v_dav
посвятитися v_oru:v_dav
посвяткувати v_zna
посвячувати v_zna:v_oru:v_dav
посвячуватися v_oru
поселити v_zna:v_oru:v_dav
поселитися v_oru
поселяти v_zna:v_oru:v_dav
поселятися v_oru
посердити v_zna:v_oru:v_dav
посеред v_rod
посередині v_rod
посередникувати v_dav
посереду v_rod
посивіти v_oru
посивішати v_oru
посигналити v_oru:v_dav
посилати v_zna:v_oru:v_dav
посилатися v_oru
посилити v_zna:v_oru:v_dav
посилитися v_oru
посилкувати v_zna:v_oru:v_dav
посилкуватися v_inf:v_oru
посилювати v_zna:v_oru:v_dav
посилюватися v_oru
посинити v_zna:v_oru:v_dav
посинитися v_oru
посипати v_zna:v_oru:v_dav
посипати v_zna:v_oru:v_dav
посипатися v_oru
посипатися v_oru
посиротити v_zna:v_oru:v_dav
посичати v_oru
посівати v_zna:v_oru:v_dav
посідати v_oru
посідати v_zna
посідлати v_zna:v_oru:v_dav
посікти v_zna:v_oru:v_dav
посіктися v_oru
посіпати v_zna:v_oru:v_dav
посіпувати v_zna:v_oru:v_dav
посісти v_zna
посіяти v_zna:v_oru:v_dav
посіятися v_oru
поскабити v_zna:v_oru:v_dav
поскакати v_oru
поскалити v_zna
поскалічувати v_zna:v_oru:v_dav
поскандувати v_zna:v_oru:v_dav
поскаржитися v_dav
поскарлючувати v_zna:v_oru:v_dav
поскасовувати v_zna:v_oru:v_dav
поскидати v_zna:v_oru:v_dav
поскладати v_zna:v_oru:v_dav
поскладатися v_oru
поскладувати v_zna:v_oru:v_dav
поскладуватися v_oru
посклепувати v_zna:v_oru:v_dav
посклеювати v_zna:v_oru:v_dav
посклеюватися v_oru
поскликати v_zna:v_oru:v_dav
посклити v_zna:v_oru:v_dav
посковувати v_zna:v_oru:v_dav
посколочувати v_zna:v_oru:v_dav
посколупувати v_zna:v_oru:v_dav
посколювати v_zna:v_oru:v_dav
посколюватися v_oru
поскопувати v_zna:v_oru:v_dav
поскородити v_zna:v_oru:v_dav
поскорочувати v_zna:v_oru:v_dav
поскорочуватися v_oru
поскорчувати v_zna:v_oru:v_dav
поскорятися v_dav
поскочуватися v_oru
поскошувати v_zna:v_oru:v_dav
поскошуватися v_oru
поскребти v_zna:v_oru:v_dav
поскребтися v_oru
поскрипувати v_oru
поскрінити v_zna:v_dav:v_oru
поскріплювати v_zna:v_oru:v_dav
поскріпляти v_zna:v_oru:v_dav
поскручувати v_zna:v_oru:v_dav
поскручуватися v_oru
поскубати v_zna:v_rod:v_oru:v_dav
поскубти v_zna:v_oru:v_dav
поскубтися v_oru
поскубувати v_zna:v_oru:v_dav
поскупитися v_oru
поскупляти v_zna:v_oru:v_dav
поскуплятися v_oru
поскуповувати v_zna:v_oru:v_dav
поскупчувати v_zna:v_oru:v_dav
поскупчуватися v_oru
послабити v_zna:v_oru:v_dav
послабитися v_oru
послаблювати v_zna:v_oru:v_dav
послаблюватися v_oru
послабляти v_zna:v_oru:v_dav
послаблятися v_oru
посланий v_dav
послати v_inf:v_zna:v_oru:v_dav
послинити v_zna:v_oru:v_dav
послідувати v_dav
посліпити v_zna:v_oru
послуговувати v_oru:v_dav
послуговуватися v_oru:v_dav
послугувати v_oru:v_dav
послугуватися v_oru
послужити v_oru:v_dav
послужитися v_oru:v_dav
послухати v_zna:v_rod
послухатися v_rod
посмажити v_zna:v_oru:v_dav
посмажитися v_oru
посмакувати v_zna:v_oru:v_dav
посмалити v_zna:v_oru:v_dav
посмалитися v_oru
посмикати v_zna:v_oru:v_dav
посмикувати v_zna:v_oru:v_dav
посміти v_inf
посміхатися v_oru:v_dav
посміхнутися v_oru:v_dav
посмішити v_zna:v_oru:v_dav
посмоктати v_zna:v_oru:v_dav
посмоктувати v_zna:v_oru:v_dav
посмолити v_zna:v_oru:v_dav
посмугувати v_zna:v_oru:v_dav
посмугуватися v_oru
посмутити v_zna:v_oru:v_dav
посмутитися v_oru
поснідати v_oru
поснувати v_oru
поснути v_oru
пособити v_oru:v_dav
пособляти v_oru:v_dav
посовати v_zna:v_oru:v_dav
посоватися v_oru
посолити v_zna:v_oru:v_dav
посолодити v_zna:v_oru:v_dav
посолонцювати v_zna:v_oru:v_dav
посопіти v_oru:v_dav
посопувати v_oru
посоромити v_zna:v_oru:v_dav
посоромитися v_inf:v_rod
посортувати v_zna:v_oru:v_dav
посотатися v_oru
поспадати v_oru:v_dav
поспалювати v_zna:v_oru:v_dav
поспекулювати v_oru
поспилювати v_zna:v_oru:v_dav
поспиратися v_oru
посписувати v_zna:v_oru:v_dav
поспитати v_zna:v_oru
поспитатися v_rod
поспихати v_zna:v_oru:v_dav
поспівати v_zna:v_rod:v_oru:v_dav
поспівувати v_zna:v_oru:v_dav
поспівчувати v_dav
поспілкуватися v_oru
поспішати v_inf:v_oru
поспішити v_inf
посплавляти v_zna:v_oru:v_dav
посплачувати v_zna:v_oru:v_dav
поспливати v_oru
посплітати v_zna:v_oru:v_dav
посплітатися v_oru
посплутувати v_zna:v_oru:v_dav
посплутуватися v_oru
посплющувати v_zna:v_oru:v_dav
посповідати v_zna:v_oru:v_dav
посповняти v_zna:v_oru:v_dav
поспорожнювати v_zna:v_oru:v_dav
поспорожнюватися v_oru
поспорожняти v_zna:v_oru:v_dav
поспорожнятися v_oru
поспорювати v_zna:v_oru:v_dav
поспостерігати v_zna
посправляти v_zna:v_oru:v_dav
посприяти v_oru:v_dav
поспродувати v_zna:v_oru:v_dav
поспускати v_zna:v_oru:v_dav
поспускатися v_oru
поспустошувати v_zna:v_oru:v_dav
поспушувати v_zna:v_oru:v_dav
посріблити v_zna:v_oru:v_dav
посріблювати v_zna:v_oru:v_dav
посрібнити v_zna:v_oru:v_dav
посрібнювати v_zna:v_oru:v_dav
поссати v_zna:v_oru:v_dav
поставати v_oru
поставати v_oru:v_dav
поставити v_inf:v_zna:v_oru:v_dav
поставлений v_dav
поставляти v_zna:v_oru:v_dav
поставлятися v_oru:v_dav
посталити v_zna:v_oru:v_dav
постанова v_inf
постановити v_inf:v_zna:v_oru:v_dav
постановляти v_inf:v_zna:v_oru:v_dav
постановлятися v_oru
постаратися v_inf
постарити v_zna:v_oru:v_dav
постати v_oru:v_dav
постачати v_zna:v_oru:v_dav
постачатися v_oru:v_dav
постачити v_zna:v_dav
постворювати v_zna:v_oru:v_dav
постелити v_zna:v_oru:v_dav
постелитися v_oru
постеляти v_zna:v_oru:v_dav
постерегти v_zna:v_dav
постерігати v_zna
постидати v_zna:v_oru:v_dav
постидатися v_rod
постидити v_zna:v_oru:v_dav
постидитися v_rod
постилати v_zna:v_oru:v_dav
постинати v_zna:v_oru:v_dav
постинатися v_oru
постирати v_zna:v_oru:v_dav
постиратися v_oru
постискати v_zna:v_oru:v_dav
постискатися v_oru
постискувати v_zna:v_oru:v_dav
постискуватися v_oru
постити v_zna:v_dav
постити v_zna:v_oru:v_dav
поститися v_oru
постікати v_oru
постікатися v_oru
постолакати v_zna
постомлюватися v_oru
постоптувати v_zna:v_oru:v_dav
постоптуватися v_oru
посторожити v_zna:v_dav
посточувати v_zna:v_oru:v_dav
постояти v_oru
пострахати v_zna:v_oru:v_dav
пострашити v_zna:v_oru:v_dav
постреляти v_zna:v_oru:v_dav
пострелятися v_oru
постригати v_zna:v_oru:v_dav
постригатися v_oru
постригти v_zna:v_oru:v_dav
постригтися v_oru
пострілювати v_oru
постріляти v_zna:v_oru:v_dav
пострілятися v_oru
пострічати v_zna:v_oru
пострічатися v_oru
построїти v_zna:v_oru
построїтися v_oru
постромляти v_zna:v_oru:v_dav
постругати v_zna:v_oru:v_dav
поструктурувати v_zna:v_oru:v_dav
пострункішати v_oru
пострушувати v_zna:v_oru:v_dav
постугоніти v_oru
постукати v_zna:v_oru:v_dav
постукотіти v_oru
постукувати v_zna:v_oru:v_dav
постулювати v_zna:v_oru:v_dav
постулювати v_zna:v_oru:v_dav
постулюватися v_oru
постуляти v_zna:v_oru:v_dav
постулятися v_oru
поступати v_oru
поступатися v_oru:v_dav
поступити v_oru
поступитися v_oru:v_dav
постягати v_zna:v_oru:v_dav
постягатися v_oru
постягувати v_zna:v_oru:v_dav
постягуватися v_oru
постьобати v_zna:v_oru:v_dav
постьобувати v_zna:v_oru:v_dav
посувати v_zna:v_oru:v_dav
посуватися v_oru
посудити v_zna:v_oru:v_dav
посудомити v_zna:v_dav
посукати v_zna:v_oru:v_dav
посукувати v_zna:v_oru:v_dav
посунути v_zna:v_oru:v_dav
посунутися v_oru
посупити v_zna
посурмити v_zna:v_oru:v_dav
посушити v_zna:v_oru:v_dav
посушитися v_oru
посхвалювати v_zna:v_oru:v_dav
посхиляти v_zna:v_oru:v_dav
посхилятися v_oru
посхоплювати v_zna:v_oru:v_dav
посхоплюватися v_oru
посягати v_oru
посягнути v_oru
посягти v_oru
посьорбати v_zna:v_oru
посьорбувати v_zna:v_oru
потаврувати v_zna:v_oru:v_dav
потаїти v_zna
потай v_rod
потакати v_oru:v_dav
потакнути v_oru:v_dav
потакувати v_oru:v_dav
поталанити v_inf:v_dav
потамувати v_zna
потанцювати v_zna
потарабанити v_zna:v_oru:v_dav
потасувати v_zna:v_oru:v_dav
потверджувати v_zna:v_oru:v_dav
потверджуватися v_oru
потвердити v_zna:v_oru:v_dav
потвердитися v_oru
потвітити v_zna:v_oru:v_dav
потворити v_zna:v_oru:v_dav
потекти v_oru
потелефонувати v_dav
потеліпатися v_oru
потенціювати v_zna:v_oru:v_dav
потенціюватися v_oru
потеребити v_zna:v_oru:v_dav
потеревенити v_oru
потермосити v_zna:v_oru
потерпіти v_zna
потерти v_zna:v_oru:v_dav
потертися v_oru
потесати v_zna:v_oru:v_dav
потестити v_zna:v_oru:v_dav
потестувати v_zna:v_oru:v_dav
потикати v_oru:v_dav
потикатися v_oru
потинятися v_oru
потинькувати v_zna:v_oru:v_dav
потинькуватися v_oru
потирати v_zna:v_oru
потирити v_zna:v_oru:v_dav
потискати v_zna:v_oru:v_dav
потискувати v_zna:v_oru:v_dav
потискуватися v_oru
потиснути v_zna:v_oru:v_dav
потицяти v_zna:v_oru:v_dav
потицькати v_zna:v_oru:v_dav
потіпати v_zna:v_oru:v_dav
потіснити v_zna:v_oru:v_dav
потіснитися v_oru
потішати v_zna:v_oru:v_dav
потішатися v_oru
потішити v_zna:v_oru:v_dav
потішитися v_oru
поткати v_zna:v_oru:v_dav
поткнути v_zna:v_oru:v_dav
поткнутися v_oru
потлумачити v_zna:v_oru:v_dav
потлумити v_zna:v_oru:v_dav
потовкмачити v_zna:v_oru:v_dav
потовкти v_zna:v_oru:v_dav
потовктися v_oru
потовщувати v_zna:v_oru:v_dav
потовщуватися v_oru
потойбіч v_rod
потолочити v_zna:v_oru:v_dav
потолочити v_zna:v_oru:v_dav
потомити v_zna:v_oru:v_dav
потомитися v_oru
потонувати v_zna:v_oru:v_dav
потонути v_oru
потоншити v_zna:v_oru:v_dav
потоншувати v_zna:v_oru:v_dav
потоншуватися v_oru
потопати v_oru
потопити v_zna:v_oru:v_dav
потопитися v_oru
потопляти v_zna:v_oru:v_dav
потоптати v_zna:v_oru:v_dav
потоптатися v_oru
поторгати v_zna:v_oru:v_dav
поторгувати v_oru
поторгуватися v_oru
поторкати v_zna:v_oru:v_dav
поторохкувати v_oru
поторохтіти v_oru
поторощити v_zna:v_oru:v_dav
поторощитися v_oru
поторсати v_zna:v_oru:v_dav
поточити v_zna:v_oru:v_dav
поточитися v_oru
потравити v_zna:v_oru:v_dav
потрактовувати v_zna
потрактувати v_zna:v_oru:v_dav
потрактуватися v_oru
потрапити v_inf:v_oru:v_dav
потрапляти v_inf:v_oru:v_dav
потраплятися v_oru
потратити v_zna:v_oru:v_dav
потрафити v_oru:v_dav
потрафляти v_dav
потрахати v_zna:v_oru:v_dav
потреба v_inf:v_dav
потребувати v_inf:v_rod
потребуючий v_rod
потренувати v_zna:v_oru:v_dav
потренуватися v_oru
потривожити v_zna:v_oru:v_dav
потривожитися v_oru
потримати v_zna:v_oru:v_dav
потриматися v_oru
потрібний v_dav
потрібніше v_dav
потрібніший v_dav
найпотрібніший v_dav
потрібно v_dav
потрібувати v_rod
потріпати v_zna:v_oru:v_dav
потріпотати v_oru
потріпотіти v_oru
потріпувати v_zna:v_oru:v_dav
потріскати v_zna:v_oru:v_dav
потріскувати v_oru
потроїти v_zna:v_oru:v_dav
потроїтися v_oru
потролити v_zna:v_oru:v_dav
потроллити v_zna:v_oru
потроху v_rod
потрошити v_zna:v_oru:v_dav
потрощити v_zna:v_oru:v_dav
потрощитися v_oru
потроювати v_zna:v_oru:v_dav
потроюватися v_oru
потрудити v_zna:v_oru:v_dav
потрудитися v_inf
потруїти v_zna:v_oru:v_dav
потруїтися v_oru
потрусити v_zna:v_oru:v_dav
потрутити v_zna:v_oru:v_dav
потрушувати v_zna:v_oru:v_dav
потрясати v_zna:v_oru:v_dav
потрясатися v_oru
потрясти v_zna:v_oru:v_dav
потрястися v_oru
потужний v_oru
потупати v_oru
потупити v_zna:v_oru:v_dav
потупитися v_oru
потуплювати v_zna
потупляти v_zna
потупотіти v_oru
потупцювати v_oru
потупцяти v_oru
потурати v_oru:v_dav
потурбувати v_zna:v_oru:v_dav
потурбуватися v_inf:v_oru
потуречити v_zna:v_oru:v_dav
потурити v_zna:v_oru:v_dav
потурляти v_zna:v_oru:v_dav
потурчити v_zna:v_oru:v_dav
потурчувати v_zna:v_oru:v_dav
потусуватися v_oru
